date,tower,room,affected_system,time_reported,time_resolved,problem,action,recommendation,status,attended_by,time
06/01/18,TBM TW,936,Internet,7:20 pm ,7:30 pm,Returning VIP guest cannt connect both WIFI and LAN Connection at his room on his laptop. Mr. Ramon,"Previous stay assisted by Mark, added mac address on atlabs,but with expiry, readded mac of both WIFI and LAN to Antlabs w/o expriy since he keeps coming back to stay at bellevue.",,internet enabled.,John Pacion,05:11:50 PM
06/01/18,TBM MW,508,Internet,7:00 pm,7:05 pm,Guest couldnt connect to WIFI.,"Upon arriving at Guests room, she was already connected.",,Guest connected.,Fernand Alpapara,11:09:16 PM
06/01/18,TBM MW,1003,Telephone,,,Phone has no dialtone as per FO Love.,"Setout and ins at OM server. Upon checking on the room, Line 1 is not pressed. Informed guest.",,Phone OK.,Fernand Alpapara,11:15:44 PM
06/02/18,TBM MW,1110,Vingcard,11am,11:30am,Reported by Eng Alex guest could not enter his room his card indicated redlight only.,Upon checking guest was on due out. Guest dont want to update his key card he will checkout in a few minutes. RA helped him to enter his room.,,done,Mark Ruaya,04:13:44 PM
06/02/18,TBM MW,1011,Telephone,1pm,1:15pm,Reported by HK JP bathroom phone no dial tone. Room was for arrival,Replaced tel with new bittel phone. dial tone restored.,,done,Mark Ruaya,04:17:39 PM
06/03/18,TBM MW,1411,Telephone,8:29am,8:40am,guest reported to FO bedside tel no dial tone,"Upon checking the line 2 was selected, select line advised guest regarding the line1 and Line2. Dial tone ok",,done,Mark Ruaya,04:30:56 PM
06/03/18,TBM TW,1609,Internet,9am,9:15am,Guest reported could not see connect button,Assist guest adjust browser resolution to 100 to showup the connect button. Done,,done,Mark Ruaya,04:33:03 PM
06/03/18,TBM TW,632,Internet,12:47pm,,Guest internet assistant guest not found,Upon checking.Guest lastname registered in opera sang. Login sang as lastname was successful.,,done,Mark Ruaya,04:38:21 PM
06/04/18,TBM MW,816,Telephone,10:20am,10:35am,guest reported bedside tel has no dial tone,"Assisted by SG Corona foundout bedside tel line line1 was selected.Select Line 2, dial tone restored.",,done,Mark Ruaya,06:39:19 PM
06/04/18,BHOTEL,209,Vingcard,5:00 pm,5:05 pm,"Guest unable to unlock door. Upon checkin, door was totaly lowbat.",Replaced battery and reprogrammed. ,,Door lockset OK.,Fernand Alpapara,11:57:27 PM
06/04/18,TBM MW,602,Telephone,7:30 pm,8:30 pm,bathroom phone back plate of hanset was broken.,Replaced with spare unit. Test call ok.,,Phone is OK,Fernand Alpapara,11:58:42 PM
06/05/18,TBM MW,1108,Internet,9:00 pm,,Guest MI internet TV device unable to login in WIFI login page. ,got its WIFI Mac address and added it to white list. ,,Guest was able to use his device using internt.,Fernand Alpapara,12:00:07 AM
06/07/18,TBM MW,903,Internet,10:30 pm,10:40 pm,Guest cant login to Antlabs portal due to security issue on Google Chrome.,"Orient Guest to open login page on android web browser and enter her room # and Last name, Guest mobile phone was connecto to Internet thru Wifi.",,internet enabled.,John Pacion,11:22:03 PM
06/08/18,BHOTEL,1008,Internet,5:00 pm,7:00 pm,"Guest is experiencing intermittent wifi connection. Guest was out of the room when i arrived. Upon checking, AP installed near the room UTP cable was not properly plugged. ","Replugged UTP cable connected to AP, Restarted AP at WLC by Sir Mark, tested WIFI connection at room 1007, still getting dosconnection in WIFI. When guest arrived at their room, assisted them and connected their laptops on the internet. Also checked the TPLINK router that setup by engineering earlier - found out that UTP cable connected in router was attached at WAN port instead of LAN port - corrected - informed Sir Joseph of engineering where to connect UTP cable.",,3 laptop of guests was connected with stable WIFI connection,fernand Alpapara,11:02:15 PM
06/09/18,TBM MW,903,Vingcard,10:30 am,10:45 am,REported as lobat by RA,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.",,Accesslock functional.,John Pacion,04:14:17 PM
06/09/18,TBM MW,916,Vingcard,10:45 am,11:00 am,As reported by HSKPNG accesslock already indicating lobat on accesslock.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.",,Accesslock functional.,John Pacion,04:15:52 PM
06/10/18,TBM MW,616,Internet,11:20 pm,11:25 pm,Guest unable to connect one of his device on WIFI login.,"Upon arriving at the room, guest is already connected, he mistakenly put space after his last name.",,Guest connected.,Fernand Alpapara,11:29:02 PM
06/10/18,TBM TW,1217,Vingcard,06:20 pm,06:40 pm,As reported by RA accesslock already indicating lobat on accesslock.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.",,Accesslock functional.,John Pacion,02:58:33 PM
06/12/18,TBM MW,1607,Vingcard,11:30 am,11:45 am,As reported by RA accesslock already indicating lobat on accesslock.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.",,Accesslock functional.,John Pacion,05:33:18 PM
06/12/18,TBM MW,1711,Others,03:30 pm,03:40 pm,HSKPNG ALLAN requested replacement of Telephone Faceplate of Guest due to water and coffee stains ,Faceplate replace with correct room # printed on brother labeler,,test telephone was ok!,John Pacion,05:35:41 PM
06/12/18,TBM TW,733,Internet,10:30 pm,10:35 pm,"GSC called, guest is asking for assistance on login to WIFI.","Upon arriving to the room, guest is already connected.",,Connected.,Fernand Alpapara,11:54:49 PM
06/12/18,TBM MW,1608,Internet,11:38 pm,11:43 pm,"GSC called, guest is asking for assistance on login to WIFI.","Upon arriving to the room, guest is already connected.",,Connected.,Fernand Alpapara,11:55:16 PM
06/13/18,TBM MW,1615,Vingcard,01:30 pm,01:45 pm,"RA reported Lockset was lobat, room was occupied, but guest is out.","Assisted by Security, replace battery and cassette and reprogrammed lockset was ok.",,lockset functional.,John Pacion,05:16:41 PM
06/14/18,TBM MW,701,Telephone,3pm,3:20pm,Reported by HK Jessie bedside tel no dial tone. Room was vacant,Foundout wrong patching from wall tel port. dial tone restored Test ok,,done. reported to HK Jonel regarding the status.,Mark Ruaya,05:03:28 PM
06/15/18,TBM MW,1402,Internet,02:56 pm,03:05 pm,guest cant login to Antlabs  portal,"Upon assisting of guest last name was  - sopeña - advised special character = ñ = is not accepted on Antlabs, last name was set to  - sopena -, Guest device was able to connect to wifi internet.",,internet connected.,John Pacion,10:38:26 PM
06/15/18,TBM MW,1815,Telephone,08:00 pm,08:15 pm,GSC reported guest has no dialtone on Guest phone on bedside,"Advised guest to press on Line 1 in making a call, dailtone was restored",,telephone ok,John Pacion,10:47:54 PM
06/16/18,TBM MW,1508,Internet,2:30am,,Guest Internet Assistant regarding login guest not found,Assisted guest on how to enter his room number and lastname with space before and after his name de loro,,done,Mark Ruaya,03:34:23 PM
06/16/18,TBM MW,1716,Internet,2:40pm,,GSC calledup guest internet login invalid username and password,Advised GSC Aina to call again the guest and instruct to login using guest internet not username and password. Done,,done,Mark Ruaya,03:37:57 PM
06/16/18,TBM MW,607,Internet,2:50pm,,FO Kline calledup guest at lobby could not login guest room internet access delloro as lastname,Add guest mac address in the antlabs with expiry date. Test internet ok,,done,Mark Ruaya,03:39:43 PM
06/17/18,TBM MW,1505,Telephone,12:22pm,,Reported by RA guest bedside tel no dial tone.,Replaced spiral cord. Test call ok,,done,Mark Ruaya,04:07:20 PM
06/17/18,TBM MW,801,Vingcard,2pm,,Reported by RA door lock indicated low batt,Replaced battery. Test key using RA keys ok,,done,Mark Ruaya,04:08:27 PM
06/17/18,TBM MW,506,Internet,5:00 pm,5:05 pm,Guest unable to login to login portal.,Assisted guest on how to login.,,Guest connected.,Fernand Alpapara,11:49:33 PM
06/16/18,TBM TW,1526,Internet,7:30 pm,7:35 pm,Guest unable to login to WIFI Portal.,Assisted guest properly.,,Guest connected.,Fernand Alpapara,11:04:09 PM
06/16/18,TBM MW,1001,Internet,8:15 pm,8:19 pm,Guest unable to conenct to wifi.,Upon arriving at guests room - she was already connected.,,Guest connected.,Fernand Alpapara,11:05:12 PM
06/16/18,TBM TW,1926,Internet,11:30 pm,11:35 pm,"Received cal from GSC, guest concern was slow internet connection at 19th floor.","Upon checkin on traffic, both inbound and outbound are at peak (153meg), with ongoing event of Rotary Club. Asked GSC to inform guest regarding the current high usage of internet. Acknowledged by guest. Around 12am - internet speed started to normalize.",,,Fernand Alpapara,11:07:48 PM
06/18/18,TBM TW,626,Vingcard,4:45pm,,RA calledup door lock indicated lowbatt,Assisted by RA replaced batt and reprogrammed the lockset. Test ok using RA key card,,done,Mark Ruaya,05:44:29 PM
06/18/18,TBM TW,726,Internet,4:30 pn,5:15 pm,"Guest is experiencing intermittent in wifi connection. Upon checking, 6inches cable at the back of TV was defective.",Replaced new 6inches.,,WIFI connection in the room is stable.,Fernand Alpapara,10:36:50 PM
06/18/18,TBM MW,704,Internet,9:30 pm,9:35 pm,"Guest unable to connect thru wifi, login page not loading.","Used chrome app, manually typed the login portal.",,Guest was connected.,Fernand Alpapara,10:41:14 PM
06/18/18,TBM MW,905,Internet,9:00 pm,9:10 pm,"Guest is experiencing intermittent connection in WIFI using his laptop. Upon checking, saw the status of WIFI on the taskbar of guest laptop was disconnecting. Probably WIFI Adapter hardware faulty. ",Advised guest to use the LAN cable available in the drawer. ,,Guest laptop is now connected and has a stable connection using LAN cable.,Fernand Alpapara,10:43:54 PM
06/19/18,TBM TW,1625,Internet,11:20am,11:40am,Cisco AP not detected. Room was vacant and for arrival,With Ales of Trends secured 6inc patching. Test internet via LAN and WIFI ok.,,done,Mark Ruaya,05:31:05 PM
06/20/18,TBM TW,1234,Vingcard,09:30 pm,09:45 pm,"Guest cant enter room due to keycard not recognized,reported by Darwin-concierge","Upon checking lockset time was reset to defualt date 2016, battery cassette was already broken inside lockset, replacewith new battery and cassette and reprogrammed to room #,guest was able to enter room.",,test lockset ok!,John Pacion,12:35:13 AM
06/21/18,BHOTEL,610,Vingcard,12:30pm,12:20pm,As requested by HOM thru FO Jhong to get door event logs due to incident yesterday,Gave a FDF copy to FO Jhong send via IMPSG to DM PC. Done,,done,Mark Ruaya,04:55:56 PM
06/22/18,TBM TW,626,Vingcard,11:00 am,11:15 am,Guest cant enter room lockset indicating lobat,"Upon checking lockset was replace last Jun16, but was programmed on wrong time,reprogrammed lockset to corrrect settings, guest was able to enter his room. new checkin.",,Lockset enabled ,John Pacion,09:12:51 PM
06/22/18,TBM TW,531,Vingcard,12:00 pm,12:15 pm,Ra reported lockset was lobat. arrival of guest today.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.",,Accesslock functional.,John Pacion,09:14:29 PM
06/22/18,BHOTEL,702,Vingcard,02:20 pm,02:30 pm,As reported by sir Boy accesslock already indicating lobat on accesslock.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.
",,Accesslock functional.,John Pacion,09:15:38 PM
06/22/18,TBM MW,1201,Internet,03:00 pm,03:15 pm,Guest cant login to WIFI using last name,"Upon checking guest last name was =chico= but on opera system it was enrolled as  =chicco= advised guest to use name with double C,on both laptop and mobile phone",,Internet was enabled on both devices,John Pacion,09:17:47 PM
06/22/18,TBM TW,1822,Internet,5:00 pm,5:09 pm,Guest unable to login to wifi portal.,Assisted elderly guest on how to login..,,Guest connected.,Fernand Alpapara,11:57:58 PM
06/22/18,TBM MW,904,Internet,9:30 pm,9:35 pm,Login portal not loading on laptop of guest. ,Suggested him to connect to internet using UTP cable available at the drawer. ,,Guest laptop is connected to internet via LAN cable.,Fernand Alpapara,11:59:55 PM
06/24/18,TBM TW,1531,Vingcard,,,062318Vingcard Batt PM,Vingcard batt PM,,done,Mark Ruaya,01:11:47 PM
06/24/18,TBM MW,1806,Telephone,2:20pm,2:30pm,HK Allan calledup bedside tel faceplate dirty,Replaced tel faceplate. Done,,done,Mark Ruaya,03:56:38 PM
06/25/18,TBM MW,1413,Vingcard,11am,11:10am,"Capt Albert calledup door wont open both RA and his key not working, redlight indicated.",Open using ipaq OPEN LOCK.Readout the event and reprogrammed the lockset. Test ok,,done,Mark Ruaya,04:21:34 PM
06/25/18,TBM TW,1134,Telephone,1:30pm,1:50pm,HK JP repoted bathroom phone no dial tone,Foundout def tel unit.Replaced tel with bittel phone(white).,,done,Mark Ruaya,04:23:35 PM
06/25/18,TBM TW,1527,Internet,6:00 pm,6:15 pm,"Guest cannot login to antlabs portal using his last name, foreign guest (japanese)","Upon checking Antlabs system last name encoded by FOA was =JUNG= but guest last name was =KANG=, guest got irate knowing his last name was encoded wrong. He told me to leave the room immedietly.",,Guest will be the one to encode his last name.,John Pacion,07:11:12 PM
06/25/18,TBM TW,1129,Internet,8:00 pm,8:05 pm,Guest unable to connect to wifi as per GSC.,"Upon arriving at guest room, he was already connected.",,Connected.,Fernand Alpapara,11:55:11 PM
06/26/18,TBM MW,803,Vingcard,3:30 pm,3:45 pm,HSKPNG Supervisor allan called up regarding lobat accesslock of room.,"replace battery and Cassette and reprogrammed according to room number and date and time, fully tested.",,accesslock functional.,John Pacion,07:49:53 PM
06/26/18,TBM MW,716,Internet,11:45 pm,11:55 pm,Guest unable to connect/login to wifi.,Assisted guest on his cellphone by connecting it to BELLEVUE and login thru portal using Chrome,,Guest connected.,Fernand Alpapara,11:28:54 PM
06/27/18,TBM TW,1231,Telephone,11am,,062618.Reported by HK JP bathroom phone no dial tone.,"062618.Foundout defectived tel unit, replaced from our spare unti. ",,done. update HK JP tel already working,Mark Ruaya,02:35:28 PM
06/27/18,TBM MW,1809,Vingcard,2pm,,062618.Reported by HK Allan lockset wont lock from outside.,062618.Upon checking lockset was working fine after 5sec door lock is lock.Replaced batt as part of Year PM. ,,done,Mark Ruaya,02:37:25 PM
06/27/18,TBM MW,1201,Internet,4:00 pm,4:08 pm,Guests iphoneX unable to pop up login portal.,Advised guest to restart phone. ,,Connected.,Fernand Alpapara,11:35:46 PM
06/28/18,TBM MW,1809,Vingcard,4:00 pm,5:10pm,"As reported by HSKPNG Allan that lockset wont lock,arrival guest today.","Replaced lockset from spare unit at MIS server room and tested with RFID card muttiple times, reported to GSC and HSKPNG lockset is working.",,lockset functional,John Pacion,11:20:43 PM
06/29/18,TBM MW,906,Vingcard,6:10pm,6:20pm,062818.Reported by RA guest key not working oranged light indicated.,062818.Open using OPEN LOCK. Replaced batt as part of this PM and reprogrammed the lockset.Test using RA key ok,,done,Mark Ruaya,02:28:37 PM
06/30/18,TBM TW,1426,Internet,10:00 pm,10:05 pm,Guest unable to login to WIFI.,Guest already logged in before i arrived at his room,,Guest connected.,Fernand Alpapara,11:48:53 PM
07/01/18,TBM MW,810,Vingcard,7:00 pm,7:10 pm,Orange blink indicating at lockset led light. ,"Retrieved event log, Card was valid but wont open. Door was opened after DM Aiko used her emergency keycard. Lockset was OK, guest card can now access the door.",,Lockset OK.,Fernand Alpapara,11:29:06 PM
07/01/18,TBM TW,632,Internet,9:00 pm,9:05 pm,Guest is using laptop and was connected to Bellevue SSID and web portal has loaded. Guest cant type lastname because web page was zoomed in.,Assisted guest and inform and taught her how to zoom in and out web page.,,Guest laptop was already connected.,Fernand Alpapara,11:31:36 PM
07/05/18,BHOTEL,312,Vingcard,4:30 pm,5:00 pm,"As advised by Billy -eng guest room lobat, guest arrival this PM","Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.",,Accesslock functional.,John Pacion,11:33:01 PM
07/05/18,TBM TW,628,Vingcard,3:00 pm,3:15 pm,As reported by Ms. Anne - HSKPNG accesslock already indicating lobat on accesslock.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.
",,Accesslock functional.,John Pacion,11:34:55 PM
07/05/18,TBM TW,1135,Internet,9:00 pm,9:15 pm,GSC advised guest cant login to WIFI using laptop,"Assist guest how to login on antlabs portal on laptop, internet enabled and tested",,internet restored on laptop,John Pacion,11:36:40 PM
07/07/18,TBM MW,810,Vingcard,3:40 pm,4:20 pm,"As reported by RA double lock error on guest room, need to MUR due to Arrival.","Replace lockset mechanism and tested by RA RFID card, lockset enabled",,lockset ok!,John Pacion,05:16:47 PM
07/07/18,TBM TW,1825,Internet,9:00 pm,9:40 pm,Guest is getting low speed test result on their Apple gadgets.,"Suggested guest to restart device, relogin on porta, used my own Username and Password access but still getting the same speed test results around 1 - 2 mbps. While on my Samsung phone is 15mbps and up. 
As suggested by sir mark r. to add their WIFI mac address to whitelist since they are VIP guest who always checks in every week. ",,"After adding to whitelist, they are now getting 30plus mbps speed test result. Guest is satisfied.",Fernand Alpapara,11:04:27 PM
07/07/18,TBM MW,533,Telephone,4:00 pm,4:15 pm,Bathroom phone still has sound even hang up.,Replace with spare phone.,,OK,Fernand Alpapara,11:48:59 PM
07/13/18,TBM MW,904,Internet,7:00 pm,7:05 pm,Guest unable to connect thru wifi using his laptop.,Reconnected to Bellevue SSID and loaded login portal.,,Laptop of guest connected.,Fernand Alpapara,11:40:23 PM
07/13/18,TBM TW,1123,Vingcard,4:30 pm,4:38 pm,Lockset indicating lowbat on led light.,Replaced battery and reprogrammed.,,OK,Fernand Alpapara,11:42:17 PM
07/14/18,TBM MW,1417,Internet,10:00 pm,10:10 pm,Guest phone login portal not showing.,Assisted guest by typing logout in browser and login portal loaded. ,,Guest connected.,Fernand Alpapara,11:31:08 PM
07/14/18,TBM TW,833,Internet,6:00 pm,6:08 pm,Guest unable to connect to WIFI.,Assisted guest by reconnecting to Bellevue SSID.,,Guest connected.,Fernand Alpapara,11:31:55 PM
07/15/18,TBM MW,521,Internet,10:00 ,10:05 pm,Guest WIFI.,"Upon arrival at the room, guest already connected in WIFI.",,Connected,Fernand Alpapara,11:33:23 PM
07/16/18,TBM MW,1710,Internet,9:00 pm,9:15 pm,"Guest unable to connect to WIFI using iphone, loginportal not showing, WIFI status not appearing at the top of her phone.",Advised guest to restart phone ubut she refused because its her husbands phone and she doesnt have the password. Added its WIFI MAC on the white list and guest was able to use WIFI.,,Guest connected.,Fernand Alpapara,11:55:19 PM
07/18/18,TBM TW,1526,Internet,11:15 pm,11:30 pm,Guest cant login on antlabs portal due to Guest not found.,"Found out that guest last name was spelled wrong on opera, gaveguest last name encoded on opera and internet was enabled on guest mobile device.",,internet enabled,John Pacion,12:02:27 AM
07/19/18,TBM TW,1431,Telephone,7:00 pm,7:05 pm,Replaced hook of handset of bathroom phone,Replaced hook of handset of bathroom phone,,OK,Fernand Alpapara,01:20:14 PM
07/19/18,TBM TW,1622,Internet,11:00 pm,11:08 pm,Guest unable to connect to wifi.,Assisted him by manualy loading the log in page on phones browser.,,Guest connected.,Fernand Alpapara,01:21:15 PM
07/19/18,TBM MW,615,Vingcard,02:15 pm ,02:30 pm,"As advised by RA, accesslock lowbat, occupied by guest.","Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.
",,Accesslock functional.,John Pacion,11:37:45 AM
07/19/18,TBM MW,808,Vingcard,3:05 pm,3:30 pm,"As reported by sir Boy accesslock already indicating lobat on accesslock.
","Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.
",,Accesslock functional.,John Pacion,11:39:19 AM
07/20/18,TBM MW,1008,Telephone,09:00 am,09:15 am,GSC called up advised cant use phone at guest room.,"Found out that Telephone was set to line2, advised guest to use line 1 instead, test call ok",,Telephone call enabled.,John Pacion,05:38:04 PM
07/20/18,TBM TW,1036,Telephone,09:30 am,09:45 am,Guest advised cannot call phone to dial mobile and IDD calls.,"Found out that guest was part of layover last night and informed then that phone for Layover guest  are blocked to call mobile or IDD, informed guest to call GSC if they need to call urgently,informed them charges will be billed to them for calls made outside hotel.",,Guest agreed to use their mobile phone instead.,John Pacion,05:41:13 PM
07/20/18,TBM MW,1404,Internet,09:45 am,10:00 am,Guest cant login to WIFI using Layover accesscode.,"Orient guest that they should used Username password for access to work and not on the Guest internet profile, mobile phone connected properly.",,Internet enabled on Guest phone.,John Pacion,05:43:00 PM
07/20/18,TBM TW,1133,Internet,11:15 am,11:35 am,Guest cant login to Antlabs portal.,"Upon checking guest mobile phone has an AV app installed blocking Antlabs portal window to be blocked, she advised she will do it herself later for she was in thebathroom at the moment.",,Informed guest to call us for further assistance later.,John Pacion,05:45:08 PM
07/22/18,TBM MW,803,Internet,8:30am,8:45am,0721. guest calledup could not login due to guest not found,"0721. show to guest how to login using the room internet credential. Login was successful, internet ok",,done,Mark Ruaya,08:55:28 AM
07/22/18,TBM TW,723,Internet,7:00 pm,7:08 pm,"Guest unable to login on portal, he is typing 0723 on room number.","Assisted guest by typing the correct room number, w/o 0.",,OK,Fernand Alpapara,11:41:50 PM
07/22/18,TBM MW,1802,Internet,5:00 pm,5:05 pm,Guest unable to connect WIFI as per GSC.,"Upon arrival at guest room, she was already connected to WIFI.",,OK.,Fernand Alpapara,11:46:06 PM
07/23/18,TBM MW,704,Internet,6:00pm ,,Guest wants to borrow charger for her Dell laptop.,Advised her to call house keeping. Also told her that we do not have spare charger.,,"OK,",Fernand Alpapara,11:52:42 PM
07/24/18,TBM MW,1910,Telephone,12pm,12:20pm,Reported by HK Mike bedside phone at room 1 no dial tone,Foundout damaged tel cord from unit to wall.Replaced tel cord.,,done,Mark Ruaya,05:41:08 PM
07/28/18,TBM TW,1732,Internet,12:20pm,1:50pm,Guest AP Not detected for morethan a week.Room status O.S,Foundout def. I.O performed cable splicing data port at the back of the TV. Room AP now back online.Test LAN and Wifi ok,,done,Mark Ruaya,04:57:48 PM
07/30/18,TBM MW,905,Vingcard,12pm,,Reported by RA door lock indicated low batt. Vacant room,Replaced battery. Re programmed the lockset. done,,,Mark Ruaya,06:52:44 PM
07/30/18,TBM TW,1724,Internet,10am,,072918.Guest couldnt login Guest not found,Upon arrival guest already resolved his login concern. Done,,done,Mark Ruaya,06:54:47 PM
08/01/18,TBM MW,1801,Internet,9:00 pm,9:07 pm,Guest unable to connect to WIFI. Found out guest was not checking terms and conditions at login portal.,Informed guest the proper procedure during login.,,Guest connected.,Fernand Alpapara,11:28:12 PM
08/03/18,TBM MW,1704,Telephone,10am,7:30pm,Reported by RA room tel no dial tone CR and Bedside,Found def. pairing from TTC to IDF(Data cable w.blue/blue used).Used writing table tel spare line(w.brown/brown). Dial tone restored,,done,Mark Ruaya,08:56:25 AM
08/04/18,TBM MW,1505,Internet,10:15 am,10:30 am,"Foreign Guest brought  PS4 unit with her  in the guest room,want to connect to LAN internet.",Took PS4 Mac address and added on Antlabs system with expiry date on Sept. 22. Lan internet was enabled.,,internet permitted on PS4 device.,John Pacion,05:24:24 PM
08/06/18,TBM MW,804,Telephone,2pm,2:10pm,Reported by RA tel spiral already damaged,Replaced with good spiral cable. test dial tone ok,,done,Mark Ruaya,04:52:24 PM
08/06/18,BHOTEL,609,Vingcard,4:00 pm,4:30 pm,Lockset indicating lowbat.,Replaced new battery and reprogrammed.,,OK.,Fernand Alpapara,11:20:53 PM
08/06/18,BHOTEL,804,Vingcard,4:30 pm,4:40 pm,Lockset totaly lowbat.,Replaced and reprogrammed.,,OK,Fernand Alpapara,11:21:44 PM
08/07/18,TBM MW,1213,Vingcard,1:19pm,2:10pm,Reported by Eng and RA vingcard door locking ON and OFF.Room was occoupied,Guest agree to fixed her door.Assisted by SG Marvin replaced solenoid. Test ok door lock after lesstthan 10sec.,,done,Mark Ruaya,04:55:37 PM
08/07/18,TBM MW,1213,Internet,2;39pm,2:52pm,GSC reported internet login problem,Assisst elderly guest on how to enter his room Internet Access code lastname-tatunco,,done,Mark Ruaya,05:01:00 PM
08/08/18,TBM MW,501,Telephone,9:33am,,Reported by RA bedside tel no dial tone.,Upon checking bedside tel has dial tone. Test call ok,,done,Mark Ruaya,05:49:17 PM
08/09/18,BHOTEL,204,Vingcard,4:00 pm,4:30 pm,Lockset indicating lowbat.,Replaced battery and reprogrammed.,,Lockset OK.,Fernand Alpapara,11:27:37 PM
08/10/18,TBM TW,1732,Internet,9:00 pm,9:15 pm,"Guest unable to connect to WIFI, found out that he choosed Username and Password at auth type.",Informed him to use Guest internet instead. Also informed FO Chery that Guest Internet should be selected on Authentication type during guest log in from WIFI.,,Guest connected.,Fernand Alpapara,11:25:11 PM
08/10/18,TBM MW,1803,Internet,7:00 pm,7:05 pm,Guest already connected to WIFI when i arrived at her room.,Guest already connected to WIFI when i arrived at her room.,,OK,Fernand Alpapara,11:25:57 PM
08/10/18,BHOTEL,505,Vingcard,4:00 pm,4:30 pm,Lockset lowbatt.,Replaced batteries and reprogrammed lockset.,,OK.,Fernand Alpapara,11:26:46 PM
08/11/18,TBM TW,1431,Telephone,12:30pm,1pm,Reported by HK Allan bathroom phone no dial tone. Roow was for arrival,Foundout damaged handset.Replaced from our spare unit. Test update HK Anne regarding the room tel status fixed,,done,Mark Ruaya,03:17:06 PM
08/12/18,BHOTEL,804,Vingcard,8:00 pm,8:30 pm,"Lowbatt lockset, room is occupied. Door was unlocked using Mechanical key.","Replaced battery, batterycassette and reprogrammed",,OK,Fernand Alpapara,11:10:58 PM
08/13/18,TBM MW,1706,Vingcard,11:05 am,11:15 am,As reported by RA Supervisor Micheal V. accesslock already indicating lobat on accesslock.,"Replace battery on power pack and reprogrammed accesslock according to room number,tested on RFID card was successful.
",,Accesslock functional.,John Pacion,05:36:33 PM
08/13/18,TBM MW,1012,Telephone,1pm,,081218. Reported by RA handset bathroom phone damaged.,081218. Replaced from our spare unit. Test ok,,done,Mark Ruaya,05:42:34 PM
08/13/18,TBM TW,822,Internet,4:00 pm,4:20 pm,"As per Alex Trends, AP not detected. Upon checkin on the room with Alex, found out that 6inches was missing.",Replaced with new 6inches. ,,"AP detected, connection was restored.",Fernand Alpapara,11:15:26 PM
08/13/18,BHOTEL,1203,Vingcard,5:00 pm,5:30 pm,Lockset was lowbat as per HK.,Replaced battery and reprogrammed,,OK,Fernand Alpapara,11:16:35 PM
08/13/18,BHOTEL,1008,Vingcard,5:00 pm,5:30 pm,"
Lockset was lowbat as per HK.","Replaced battery and reprogrammed
",,OK,Fernand Alpapara,11:17:29 PM
08/15/18,TBM MW,707,Telephone,12pm,,GSC calledup as per HK Jessie need to deploy a guest telphone was was for arrival,Setup a spare MW guest phone with new sticker of room a number. Advised RA to locate the missing tel unit,,Pending.,Mark Ruaya,03:30:53 PM
08/16/18,TBM MW,810,Internet,06:45 pm,07:00 pm ,"Assist foreign guest connect laptop thru wifi ,with error on google chrome security.",Open internet explorer and able to login to antlabs portal and internet was enabled on guest laptop,,internet ok!,John Pacion,11:11:31 PM
08/16/18,TBM MW,1710,Internet,09:30 pm,09:45 pm,Guest was at lobby advising DM Aiko he cant connect to his phone recently but was checking for almost a week now.,"Found out guest has also recently install many security and antivirus apps on his mobile phone preventing him to connect to hotel WIFI, advised to disable first securtiy apps and AV and try to reconnect again device, mac address already added to antlabs with expiry date of checkout.",,waiting for guest feed back. ,John Pacion,11:17:15 PM
08/17/18,TBM MW,1615,vingcard,9:00 pm,9:40 pm,room is occupied but guest was out - Lockset was not locking.,"Assisted by Sir Wendell of security - replaced solenoid of lockset unit, also replaced batterry and cassette battery and reprogrammed.",,Door OK.,Fernand Alpapara,11:28:14 PM
08/17/18,TBM MW,1114,TV/DVD Player,8:00 pm,8:30 pm,Guest Xiaomi MI box unable to connect thru WIFI,"Unable to find WIFI MAC add on device settings/setup network menu. Enabled my Mobile hotspot and asked guest to connect, was able to get its device MAC address after it was connected on my hotspot. Added its MAC address on white list until guest scheduled check out.",,Digital box connected to Bellevue WIFI.,Fernand Alpapara,11:29:52 PM
08/19/18,TBM MW,813,Internet,11am,,081818.FO Grace calledup guest phone no login page for the username and password,081818.Assist her thru phone to open a default browser.Login was successful. done,,done,Mark Ruaya,01:52:39 PM
08/19/18,BHOTEL,908,Internet,7:00 pm,7:30 pm,Guest unable to connect to wifi using his laptop.,"Assisted guest, sugested to restart his laptop. After restart, manually browsed the login portal.",,Conencted.,Fernand Alpapara,11:01:15 PM
08/20/18,TBM MW,815,Internet,4:00 pm,4:07 pm,Guest unable to connect thru wifi using her laptop.,Manually typed login portal using default browser and was loaded properly. Inputted guest login credentials.,,"Guest connected.
",Fernand Alpapara,11:43:55 PM
